dow,slot_local,weight
5,23,0.0014826098108172213
5,24,0.0018199697912483995
5,25,0.0022118748251509796
5,26,0.0026614392949994843
5,27,0.0031705383918996964
5,28,0.0048152271750189265
5,29,0.005442432230145792
5,30,0.006124185830572495
5,31,0.006854434114139145
5,32,0.007624689523113819
5,33,0.008424050994093173
5,34,0.009239357969629176
5,35,0.010055487149946018
5,36,0.0108557917299823
5,37,0.011622672610214416
5,38,0.01233826055232015
5,39,0.01298517840827322
5,40,0.013547344337095951
5,41,0.014010771201991635
5,42,0.014364314784271064
5,43,0.014600324451471854
5,44,0.014715154528388872
5,45,0.014709502535194222
5,46,0.014588551034035644
5,47,0.014361902150827154
5,48,0.014043306827022544
5,49,0.013650203371526025
5,50,0.013203090867842378
5,51,0.012724771583333155
5,52,0.012239502149156726
5,53,0.011772095693167107
5,54,0.011347016423436081
5,55,0.01098750479908618
5,56,0.010714766048575443
5,57,0.010547248203177054
5,58,0.010500028831993623
5,59,0.010584323040509656
5,60,0.010807119603215364
5,61,0.011170947687881827
5,62,0.01167377358642868
5,63,0.012309025046573113
5,64,0.013065739857850393
5,65,0.013928834821933274
5,66,0.01487949063113656
5,67,0.015895647041588135
5,68,0.016952600735574377
5,69,0.018023695278183365
5,70,0.019081088651153367
5,71,0.02009657926060893
5,72,0.021042466506102836
5,73,0.02189241752316145
5,74,0.02262230817139822
5,75,0.023211004301511105
5,76,0.02364104925344534
5,77,0.023899225698631316
5,78,0.02397696441091127
5,79,0.023870579171364457
5,80,0.023581315397647414
5,81,0.023115209667652063
5,82,0.022482767377978927
5,83,0.021698475576160746
5,84,0.020780176782082122
5,85,0.019748336705916452
5,86,0.018625243663601836
5,87,0.01743417986715167
5,88,0.01619860452484168
5,89,0.014941385943592138
5,90,0.013684114899127842
5,91,0.011370775203273613
5,92,0.010170287546031814
5,93,0.009021690709658896
5,94,0.007936955666850078
5,95,0.006925181086640874
6,0,8.407188884420381e-07
6,1,1.2988797228353997e-06
6,2,1.9867541647023313e-06
6,3,3.0086827226353025e-06
6,4,4.510926174368563e-06
6,5,6.6959486951088554e-06
6,6,9.840464290391837e-06
6,7,1.4317795045824462e-05
6,8,2.062499152129295e-05
6,9,2.9414976766637252e-05
6,10,4.153367350116839e-05
6,11,5.8061639676834273e-05
6,12,8.035915870080687e-05
6,13,0.00011011300659383466
6,14,0.00014938226578991039
6,15,0.00020063961243555636
6,16,0.000266803534860423
6,17,0.0003512560367111564
6,18,0.00045783965646355683
6,19,0.000590827233653652
6,20,0.0007548579196116051
6,21,0.0009548336105129233
6,22,0.0011957713929678503
6,23,0.0014826098108172213
6,24,0.0018199697912483995
6,25,0.0022118748251509796
6,26,0.0026614392949994843
6,27,0.0031705383918996964
6,28,0.0048152271750189265
6,29,0.005442432230145792
6,30,0.006124185830572495
6,31,0.006854434114139145
6,32,0.007624689523113819
6,33,0.008424050994093173
6,34,0.009239357969629176
6,35,0.010055487149946018
6,36,0.0108557917299823
6,37,0.011622672610214416
6,38,0.01233826055232015
6,39,0.01298517840827322
6,40,0.013547344337095951
6,41,0.014010771201991635
6,42,0.014364314784271064
6,43,0.014600324451471854
6,44,0.014715154528388872
6,45,0.014709502535194222
6,46,0.014588551034035644
6,47,0.014361902150827154
6,48,0.014043306827022544
6,49,0.013650203371526025
6,50,0.013203090867842378
6,51,0.012724771583333155
6,52,0.012239502149156726
6,53,0.011772095693167107
6,54,0.011347016423436081
6,55,0.01098750479908618
6,56,0.010714766048575443
6,57,0.010547248203177054
6,58,0.010500028831993623
6,59,0.010584323040509656
6,60,0.010807119603215364
6,61,0.011170947687881827
6,62,0.01167377358642868
6,63,0.012309025046573113
6,64,0.013065739857850393
6,65,0.013928834821933274
6,66,0.01487949063113656
6,67,0.015895647041588135
6,68,0.016952600735574377
6,69,0.018023695278183365
6,70,0.019081088651153367
6,71,0.02009657926060893
6,72,0.021042466506102836
6,73,0.02189241752316145
6,74,0.02262230817139822
6,75,0.023211004301511105
6,76,0.02364104925344534
6,77,0.023899225698631316
6,78,0.02397696441091127
6,79,0.023870579171364457
6,80,0.023581315397647414
6,81,0.023115209667652063
6,82,0.022482767377978927
6,83,0.021698475576160746
6,84,0.020780176782082122
6,85,0.019748336705916452
6,86,0.018625243663601836
6,87,0.01743417986715167
6,88,0.01619860452484168
6,89,0.014941385943592138
6,90,0.013684114899127842
6,91,0.011370775203273613
6,92,0.010170287546031814
6,93,0.009021690709658896
6,94,0.007936955666850078
6,95,0.006925181086640874
